編號,機關代碼,縣市別代碼,行政區域代碼,鄉鎮市區,交易標的,土地區段位置-建物區段門牌,土地移轉總面積-平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,民國年月,移轉層次,總層數,建物型態,主要用途,主要建材,建築完成年月,屋齡,建物移轉總面積-平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價-元,單價-每平方公尺,車位類別,車位移轉總面積-平方公尺,車位總價-元,備註,地所狀態
92,387000000A,66000,66000000,中區,租賃房屋,臺中市中區自由路二段９之８之１４號,5.8,商,,,11210,八層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,660719,46,40.38,1,1,1,有,有,7300,181,,0,0,社會住宅包租代管公會版。,5(揭露且明細顯示備註)
93,387000000A,66000,66000000,中區,房地(土地+建物),臺中市中區公園路２-５-２號,22.06,商,,,11203,五層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,660625,46,84.6,3,2,1,有,有,15300,181,,0,0,社會住宅包租代管公會版。,5(揭露且明細顯示備註)
94,387000000A,66000,66000000,中區,房地(土地+建物),臺中市中區臺灣大道一段３０６巷３５號４樓之１５,6.25,商,,,11204,四層,7,華廈(10層含以下有電梯),辦公室,鋼筋混凝土造,820827,30,59.49,2,1,1,有,有,10800,182,,0,0,社會住宅包租代管公會版。,5(揭露且明細顯示備註)
95,387000000A,66000,66000000,中區,房地(土地+建物),臺中市中區民族路１１０號４樓之１,5.69,商,,,11207,四層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,760826,36,44.06,1,0,1,有,有,8000,182,,0,0,因此案件為社會住宅包租代管案件因素，此租約訂定金額不含管理費，費用為承租人另行支付。,5(揭露且明細顯示備註)
96,387000000A,66000,66000000,中區,租賃房屋,臺中市中區自由路二段９之９之５號,6.42,商,,,11210,九層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,660919,46,45.54,2,1,1,有,有,8300,182,,0,0,社會住宅包租代管公會版。,5(揭露且明細顯示備註)
97,387000000A,66000,66000000,中區,租賃房屋,臺中市中區自由路二段９之１０之７號,6.42,商,,,11210,十層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,660719,46,45.54,2,1,1,有,有,8300,182,,0,0,社會住宅包租代管公會版。,5(揭露且明細顯示備註)
98,387000000A,66000,66000000,中區,租賃房屋,臺中市中區自由路二段９之７之４號,4.44,商,,,11210,七層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,660719,46,34,1,1,1,有,有,6200,182,,0,0,社會住宅包租代管公會版。,5(揭露且明細顯示備註)
99,387000000A,66000,66000000,中區,租賃房屋,臺中市中區自由路二段９之１０之４號,4.44,商,,,11210,十層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,660719,46,34,2,2,1,有,有,6200,182,,0,0,社會住宅包租代管公會版。,5(揭露且明細顯示備註)
100,387000000A,66000,66000000,中區,租賃房屋,臺中市中區自由路二段９之８之１２號,4.81,商,,,11210,八層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,660719,46,33.52,1,1,1,有,有,6100,182,,0,0,社會住宅包租代管公會版。,5(揭露且明細顯示備註)
101,387000000A,66000,66000000,中區,租賃房屋,臺中市中區自由路二段９之９之９號,6.42,商,,,11210,九層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,660719,46,45.54,2,2,1,有,有,8300,182,,0,0,社會住宅包租代管公會版。,5(揭露且明細顯示備註)
102,387000000A,66000,66000000,中區,租賃房屋,臺中市中區自由路二段９之８之２號,6.35,商,,,11210,八層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,660719,46,41.16,1,1,1,有,有,7500,182,,0,0,社會住宅包租代管公會版。續租案件;,5(揭露且明細顯示備註)
103,387000000A,66000,66000000,中區,租賃房屋,臺中市中區自由路二段９之９之３３號,5.91,商,,,11210,九層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,660719,46,41.04,2,1,1,有,有,7500,183,,0,0,社會住宅包租代管公會版。續租案件;,5(揭露且明細顯示備註)
104,387000000A,66000,66000000,中區,租賃房屋,臺中市中區光復路３７號６樓之４,0,商,,,11210,六層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,751001,37,75.32,2,1,1,有,有,13800,183,,0,0,因此案件為社會住宅包租代管案件因素，此租約訂定金額不含管理費，費用為承租人另行支付。土地所有權人非建物所有權人，故土地持分面積無法計算。,5(揭露且明細顯示備註)
105,387000000A,66000,66000000,中區,房地(土地+建物),臺中市中區自由路二段９-１０-１１號,9.62,商,,,11206,十層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,660719,46,68.45,3,1,1,有,有,12500,183,,0,0,社會住宅包租代管公會版。,5(揭露且明細顯示備註)
106,387000000A,66000,66000000,中區,房地(土地+建物),臺中市中區自由路二段７２號９樓之１,25.67,商,,,11207,九層,12,辦公商業大樓,店舖、集合住宅,鋼筋混凝土造,751023,37,325.86,2,1,1,有,無,60000,184,,0,0,,2(資料揭露)
107,387000000A,66000,66000000,中區,房地(土地+建物),臺中市中區光復路合作大樓４之４１號,12.83,商,,,11205,四層,4,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,0,63.7,3,0,1,有,有,11700,184,,0,0,社會住宅包租代管案件租金市價打9折，此租約訂定租金不含管理費，費用由承租人另行支付。,5(揭露且明細顯示備註)
108,387000000A,66000,66000000,中區,房地(土地+建物),臺中市中區三民路二段５９號１０樓之７,6.38,商,,,11201,十層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,740521,38,77.72,2,1,1,有,無,14300,184,,0,0,社會住宅包租代管公會版。,5(揭露且明細顯示備註)
109,387000000A,66000,66000000,中區,房地(土地+建物),臺中市中區大誠街２９號８樓之１,3.02,商,,,11202,八層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,831110,28,37.59,1,0,1,有,有,6900,184,,0,0,社會住宅包租代管公會版。續租。;,5(揭露且明細顯示備註)
110,387000000A,66000,66000000,中區,房地(土地+建物),臺中市中區民權路１６４號２７樓之２８,5.79,商,,,11203,二十七層,28,住宅大樓(11層含以上有電梯),住家用,鋼骨造,860131,26,37.55,1,0,1,有,有,7000,186,,0,0,此為社會住宅包租代管,5(揭露且明細顯示備註)
111,387000000A,66000,66000000,中區,房地(土地+建物),臺中市中區民權路１６４號１６樓之４３,1.93,商,,,11205,十六層,28,住宅大樓(11層含以上有電梯),住家用,鋼骨造,860131,26,37.56,1,0,1,有,有,7000,186,,0,0,因此案件為社會住宅包租代管案件因素，此租約訂定金額不含管理費，費用為承租人另行支付。,5(揭露且明細顯示備註)
112,387000000A,66000,66000000,中區,房地(土地+建物),臺中市中區民權路１６４號２２樓之２６,1.93,住,,,11207,二十二層,28,住宅大樓(11層含以上有電梯),住家用,鋼骨造,860131,26,37.55,1,0,0,無,有,7000,186,,0,0,社會住宅,5(揭露且明細顯示備註)
113,387000000A,66000,66000000,中區,房地(土地+建物),臺中市中區公園路１９號８樓之６,1.34,商,,,11207,八層,12,套房(1房1廳1衛),住家用,鋼筋混凝土造,761216,36,37.69,1,0,1,有,有,7000,186,,0,0,此為社會住宅包租代管,5(揭露且明細顯示備註)
114,387000000A,66000,66000000,中區,租賃房屋,臺中市中區民權路１６４號２１樓之４１,5.79,商,,,11209,二十一層,28,住宅大樓(11層含以上有電梯),住家用,鋼骨造,860131,27,37.55,1,0,1,有,有,7000,186,,0,0,社會住宅包租代管案件租金市價打9折因此案件為社會住宅包租代管案件因素，此租約訂定金額不含管理費，費用為承租人另行支付。,5(揭露且明細顯示備註)
115,387000000A,66000,66000000,中區,建物,臺中市中區民權路１６４號２３樓之３,0,商,,,11208,二十三層,28,住宅大樓(11層含以上有電梯),住家用,鋼骨造,860131,27,37.45,1,0,1,有,有,7000,187,,0,0,,2(資料揭露)
116,387000000A,66000,66000000,中區,房地(土地+建物),臺中市中區民權路１６４號１９樓之１５,1.93,商,,,11208,十九層,28,住宅大樓(11層含以上有電梯),住家用,鋼骨造,860131,27,37.39,1,0,1,有,有,7000,187,,0,0,社會住宅包租代管公會版(4期),5(揭露且明細顯示備註)
117,387000000A,66000,66000000,中區,房地(土地+建物),臺中市中區民權路１６４號２２樓之１５,1.93,住,,,11205,二十二層,28,住宅大樓(11層含以上有電梯),住家用,鋼骨造,860131,26,37.39,1,0,1,有,有,7000,187,,0,0,社會住宅計劃案件，租金總額不含管理費，管理費另計。,5(揭露且明細顯示備註)
118,387000000A,66000,66000000,中區,房地(土地+建物),臺中市中區三民路二段５９號１０樓之３,2.67,商,,,11205,十層,12,套房(1房1廳1衛),住家用,鋼筋混凝土造,740521,38,34.73,1,0,1,有,有,6500,187,,0,0,此為社會住宅包租代管,5(揭露且明細顯示備註)
119,387000000A,66000,66000000,中區,建物,臺中市中區民權路１６４號２５樓之５,0,商,,,11205,二十五層,28,住宅大樓(11層含以上有電梯),住家用,鋼骨造,860131,26,37.45,1,0,1,有,有,7000,187,,0,0,社宅案件,5(揭露且明細顯示備註)
120,387000000A,66000,66000000,中區,房地(土地+建物),臺中市中區民權路１６４號２３樓之５,1.96,商,,,11204,二十三層,28,住宅大樓(11層含以上有電梯),住家用,鋼骨造,860131,26,37.45,1,0,1,有,有,7000,187,,0,0,社會住宅包租代管公會版(3期增辦),5(揭露且明細顯示備註)
121,387000000A,66000,66000000,中區,房地(土地+建物),臺中市中區民權路１６４號２１樓之１８,1.93,商,,,11202,二十一層,28,住宅大樓(11層含以上有電梯),住家用,鋼骨造,860131,26,37.39,1,0,1,有,有,7000,187,,0,0,社會住宅包租代管公會版(3期),5(揭露且明細顯示備註)
122,387000000A,66000,66000000,中區,房地(土地+建物),臺中市中區民權路１６４號１３樓之１３,1.93,商,,,11207,十三層,28,住宅大樓(11層含以上有電梯),住家用,鋼骨造,860131,26,37.33,1,0,1,有,有,7000,188,,0,0,社會住宅包租代管公會版(3期602)合約未滿一年，11個月又5天,5(揭露且明細顯示備註)
123,387000000A,66000,66000000,中區,建物,臺中市中區自由路二段１３５號９樓之６,0,商,,,11202,九層,11,住宅大樓(11層含以上有電梯),商業用,鋼骨混凝土造,680207,44,46.62,1,0,1,有,有,8800,189,,0,0,社宅案件,5(揭露且明細顯示備註)
124,387000000A,66000,66000000,中區,房地(土地+建物),臺中市中區三民路２段５９號１２樓之二,5.53,商,,,11206,十二層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,740521,38,33.14,1,0,1,有,有,6300,190,,0,0,社會住宅包租代管公會版(3期592),5(揭露且明細顯示備註)
125,387000000A,66000,66000000,中區,租賃房屋,臺中市中區民族路１１０號６樓之４,4.74,商,,,11210,六層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,760826,36,39.54,1,0,1,有,有,7500,190,,0,0,因此案件為社會住宅包租代管案件因素，此租約訂定金額不含管理費，費用為承租人另行支付。,5(揭露且明細顯示備註)
126,387000000A,66000,66000000,中區,租賃房屋,臺中市中區中華路一段１２１號１０樓之２１,1.65,商,,,11210,十層,19,住宅大樓(11層含以上有電梯),集合住宅,鋼骨鋼筋混凝土造,850520,27,34.08,0,0,0,無,有,6500,191,,0,0,社會住宅包租代管公會版。續租案件;,5(揭露且明細顯示備註)
127,387000000A,66000,66000000,中區,房地(土地+建物),臺中市中區中華路一段１２１號５樓之２９,1.65,商,,,11205,五層,19,住宅大樓(11層含以上有電梯),集合住宅,鋼骨鋼筋混凝土造,850520,27,34.08,1,0,1,有,有,6500,191,,0,0,社會住宅包租代管公會版。續租。;,5(揭露且明細顯示備註)
128,387000000A,66000,66000000,中區,建物,臺中市中區民權路１６４號１７樓之６,0,商,,,11206,十七層,28,套房(1房1廳1衛),住家用,鋼骨造,860131,26,37.45,1,0,1,有,有,7200,192,,0,0,住宅及都市更新中心辦理社會住宅包租代管計畫。水電、瓦斯費及每月管理費600元由承租人負擔。,5(揭露且明細顯示備註)
129,387000000A,66000,66000000,中區,房地(土地+建物),臺中市中區公園路３８號９樓之２１,4.09,商,,,11203,九層,11,套房(1房1廳1衛),住家用,鋼筋混凝土造,701231,41,31.21,1,0,0,無,有,6000,192,,0,0,此為社會住宅包租代管,5(揭露且明細顯示備註)
130,387000000A,66000,66000000,中區,租賃房屋,臺中市中區台灣大道一段３８８號４樓之８,6.17,商,,,11211,四層,12,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,710630,41,29.59,1,0,1,有,有,5700,193,,0,0,,2(資料揭露)
131,387000000A,66000,66000000,中區,租賃房屋,臺中市中區中華路一段１２１號９樓之１４,0,,,,11208,九層,19,住宅大樓(11層含以上有電梯),集合住宅,鋼骨鋼筋混凝土造,850520,27,33.75,1,0,1,有,有,6500,193,,0,0,,2(資料揭露)
132,387000000A,66000,66000000,中區,租賃房屋,臺中市中區中華路一段１２１號８樓之５,1.5,商,,,11209,八層,19,住宅大樓(11層含以上有電梯),集合住宅,鋼骨鋼筋混凝土造,850520,27,33.75,1,0,1,有,有,6500,193,,0,0,社會住宅包租代管公會版。,5(揭露且明細顯示備註)
133,387000000A,66000,66000000,中區,租賃房屋,臺中市中區公園路３８號６樓之６,0,,,,11209,六層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,701231,42,25.48,1,0,1,有,有,5000,196,,0,0,此為住宅及都市更新中心社會住宅包租代管計畫之物件,5(揭露且明細顯示備註)
134,387000000A,66000,66000000,中區,建物,臺中市中區大誠街５之９之７號,0,商,,,11208,九層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,580623,54,61.19,2,1,1,有,有,12000,196,,0,0,社宅案件,5(揭露且明細顯示備註)
135,387000000A,66000,66000000,中區,建物,臺中市中區大誠街７８號９樓之２,3.96,住,,,11205,九層,12,套房(1房1廳1衛),住家用,鋼筋混凝土造,821105,30,30.48,0,0,0,無,無,6000,197,,0,0,,2(資料揭露)
136,387000000A,66000,66000000,中區,建物,臺中市中區中華路一段１２１號１３樓之２４,0,商,,,11205,十三層,19,住宅大樓(11層含以上有電梯),集合住宅,鋼骨鋼筋混凝土造,850520,27,34.08,1,0,0,無,有,6700,197,,0,0,,2(資料揭露)
137,387000000A,66000,66000000,中區,建物,臺中市中區民權路１６４號１９樓之２７,0,商,,,11205,十九層,28,住宅大樓(11層含以上有電梯),住家用,鋼骨造,860131,26,37.55,1,0,1,有,有,7400,197,,0,0,社宅案件,5(揭露且明細顯示備註)
138,387000000A,66000,66000000,中區,房地(土地+建物),臺中市中區公園路２１-６-１２號,4.56,住,,,11205,六層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,580415,54,80.64,5,2,2,有,有,16000,198,,0,0,,2(資料揭露)
139,387000000A,66000,66000000,中區,房地(土地+建物),臺中市中區三民路二段５９號５樓之４,0.5,商,,,11202,五層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,740521,38,42.85,1,0,1,有,有,8500,198,,0,0,因此案件為社會住宅包租代管案件因素，此租約訂定金額不含管理費，費用為承租人另行支付。,5(揭露且明細顯示備註)
140,387000000A,66000,66000000,中區,房地(土地+建物),臺中市中區光復路３７號４樓之５,0,商,,,11203,四層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,751001,36,40.12,1,0,1,有,有,8000,199,,0,0,因此案件為社會住宅包租代管案件因素，此租約訂定金額不含管理費，費用為承租人另行支付。土地所有權人非建物所有權人，故土地持分面積無法計算。,5(揭露且明細顯示備註)
141,387000000A,66000,66000000,中區,建物,臺中市中區大誠街１０８號７號５樓,0,商,,,11203,七層,7,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,690731,43,32.71,1,0,1,有,無,6500,199,,0,0,社宅案件,5(揭露且明細顯示備註)
142,387000000A,66000,66000000,中區,建物,臺中市中區民權路１６４號１１樓之１３,0,商,,,11208,十一層,28,住宅大樓(11層含以上有電梯),住家用,鋼骨造,860131,27,37.78,1,0,1,有,有,7500,199,,0,0,社宅案件,5(揭露且明細顯示備註)
